timestamp,MQ-135,MQ-7
0,201,349
10,200,357
20,201,358
30,201,357
40,201,358
50,201,358
60,201,358
70,201,360
80,201,361
90,201,361
100,200,362
110,201,361
120,201,361
130,201,360
140,202,360
150,200,360
160,202,360
170,200,361
180,201,359
190,201,360
200,201,360
210,201,363
220,202,360
230,201,362
240,202,360
250,202,361
260,202,361
270,203,361
280,201,360
290,200,360
300,203,360
310,203,358
320,203,361
330,203,358
340,203,362
350,204,360
360,202,360
370,202,362
380,203,360
390,202,361
400,202,359
410,204,360
420,204,360
430,201,360
440,203,362
450,201,361
460,203,361
470,203,362
480,205,361
490,204,363
500,203,362
510,204,362
520,203,363
530,204,360
540,203,362
550,204,362
560,202,360
570,203,361
580,203,360
590,203,361
600,203,360
610,203,361
620,204,360
630,205,359
640,205,360
650,204,360
660,204,361
670,206,361
680,206,361
690,204,361
700,204,361
710,202,361
720,204,362
730,204,359
740,204,361
750,203,362
760,204,362
770,204,361
780,205,361
790,204,360
800,202,359
810,202,363
820,202,361
830,204,361
840,206,360
850,203,362
860,204,361
870,204,361
880,203,361
890,204,362
900,204,360
910,204,360
920,202,361
930,203,362
940,202,361
950,204,361
960,203,361
970,203,360
980,203,361
990,204,363
