timestamp,MQ-135,MQ-7
0,122,510
10,120,502
20,116,502
30,114,499
40,113,500
50,116,499
60,106,499
70,93,496
80,84,495
90,84,493
100,85,493
110,88,495
120,92,495
130,96,496
140,95,497
150,97,497
160,99,496
170,97,497
180,109,497
190,110,498
200,106,497
210,109,498
220,117,499
230,120,498
240,119,499
250,115,499
260,119,500
270,114,499
280,115,500
290,117,500
300,117,498
310,117,499
320,120,501
330,120,497
340,120,501
350,123,500
360,119,500
370,120,500
380,120,499
390,120,501
400,120,501
410,120,499
420,119,499
430,118,499
440,118,499
450,118,499
460,119,500
470,119,500
480,120,497
490,119,499
500,119,499
510,119,498
520,119,499
530,119,499
540,116,500
550,120,499
560,120,500
570,120,499
580,120,498
590,121,500
600,120,497
610,119,499
620,119,498
630,121,499
640,120,499
650,120,498
660,121,499
670,121,499
680,120,498
690,122,499
700,123,499
710,119,500
720,120,499
730,119,499
740,120,498
750,120,498
760,121,500
770,121,499
780,120,500
790,118,501
800,121,498
810,119,499
820,118,500
830,119,496
840,120,498
850,119,498
860,119,498
870,120,498
880,119,498
890,118,499
900,120,499
910,119,500
920,121,499
930,118,499
940,120,498
950,120,499
960,121,498
970,120,498
980,121,497
990,121,500
