timestamp,MQ-135,MQ-7
0,143,528
10,141,518
20,140,517
30,141,520
40,142,519
50,142,518
60,141,520
70,142,518
80,141,519
90,143,520
100,141,518
110,142,520
120,141,519
130,142,520
140,142,519
150,142,519
160,142,519
170,143,520
180,142,520
190,145,520
200,143,520
210,143,518
220,143,519
230,142,518
240,141,518
250,142,518
260,142,520
270,142,518
280,142,519
290,143,519
300,142,520
310,143,519
320,141,520
330,143,520
340,143,519
350,142,519
360,142,518
370,142,518
380,142,520
390,147,519
400,142,519
410,142,520
420,142,520
430,142,520
440,142,518
450,141,520
460,142,518
470,141,519
480,142,519
490,143,519
500,142,518
510,142,518
520,143,521
530,142,520
540,143,519
550,141,518
560,141,520
570,145,518
580,142,520
590,142,520
600,142,517
610,142,520
620,141,519
630,143,519
640,143,519
650,142,520
660,141,518
670,145,519
680,143,518
690,144,519
700,144,521
710,142,521
720,142,519
730,142,517
740,142,518
750,142,519
760,143,520
770,142,519
780,142,519
790,142,519
800,143,520
810,142,519
820,143,519
830,141,519
840,142,519
850,142,520
860,143,521
870,142,519
880,142,518
890,143,520
900,143,520
910,145,520
920,143,518
930,144,519
940,143,520
950,143,520
960,143,520
970,142,521
980,143,519
990,142,519
